,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,diff_cvap_turnout_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,combined_cvap_turnout_2016
2337,ROCK//WI,0.286177461038,63845.0,12.7338615736,-6.363064,9.0,4.0,83.7706172578,52.0961798419,55105.0,55105.0,0,-10.4646669243,-23.1985284979,62.847424
2338,WASHINGTON//MS,0.286263947672,18193.0,6.28812698524,-5.79502,20.6,7.8,26.4409382008,46.6220735786,28151.0,28151.0,0,-36.4147965136,-42.7029234989,48.652303
2339,ANDROSCOGGIN//ME,0.286293574693,44636.0,22.1779946379,3.835356,9.0,3.4,91.4584749472,51.4022858069,23001.0,23001.0,1,9.42175641489,-12.756238223,67.956942
2340,DUTCHESS//NY,0.286678967135,106771.0,7.70009763392,2.414417,7.7,3.9,72.9446195711,62.9682220056,36027.0,36027.0,1,1.07238828942,-6.6277093445,58.230507
2341,HANCOCK//IA,0.286967686711,4673.0,27.4974731721,2.250838,5.0,2.2,94.1669671836,55.7111931746,19081.0,19081.0,1,41.1006018917,13.6031287196,73.123771
2342,YOLO//CA,0.287359195522,71997.0,-8.86620724494,2.218724,10.9,5.5,48.2828477716,65.7966907774,6113.0,6113.0,0,-42.0401793651,-33.1739721202,55.751479
2343,PHELPS//NE,0.287821888412,3728.0,13.1652364338,4.239064,8.0,2.4,93.1966145833,59.6402650678,31137.0,31137.0,1,70.7528748102,57.5876383764,68.596655
2344,FRANKLIN//OH,0.287868076666,480946.0,-4.16505515104,-2.267003,11.6,3.7,65.8041342007,64.8477671554,39049.0,39049.0,0,-25.8933029992,-21.7282478482,64.477253
2345,SANTA CRUZ//CA,0.288021349761,94802.0,-3.19541539899,0.751906,11.9,6.1,58.3196547806,70.1159273614,6087.0,6087.0,0,-57.2879683549,-54.0925529559,65.558898
2346,WARD//ND,0.288775783552,26131.0,16.9145667798,3.796631,8.6,3.3,85.9247667415,63.7037755053,38101.0,38101.0,1,47.6862365511,30.7716697713,54.602325
2347,JEFFERSON//AL,0.288959831985,260929.0,-1.21419585278,0.600809,11.8,5.6,50.9940427237,61.9827448654,1073.0,1073.0,0,-7.22723371399,-6.01303786121,63.284397
2348,BUTLER//OH,0.28934827791,134720.0,2.16388639767,0.489998,8.9,4.0,82.977575442,55.6547895274,39017.0,39017.0,1,28.3460593034,26.1821729057,63.363069
2349,BOLLINGER//MO,0.289501367557,4753.0,19.8973043773,3.854329,13.0,3.9,96.9002913564,33.6862927624,29017.0,29017.0,1,72.7112365497,52.8139321723,61.084676
2350,LA PLATA//CO,0.289545855994,21513.0,-0.39714694277,0.96696,15.3,2.2,79.5645143094,75.2437119621,8067.0,8067.0,0,-9.20838487078,-8.81123792801,71.476728
2351,COOS//OR,0.290211681088,25888.0,17.9950102808,8.780635,13.8,6.0,85.7984866587,56.4711208848,41011.0,41011.0,1,24.3331897551,6.33817947433,66.259879
2352,MITCHELL//IA,0.290500229463,4358.0,27.6415636869,-1.268423,10.3,1.9,97.7141795205,46.6375664984,19131.0,19131.0,1,24.2723880597,-3.36917562724,67.741537
2353,CALCASIEU//LA,0.290501161633,75325.0,4.54963012683,2.240097,15.6,4.2,68.7207420605,50.018019712,22019.0,22019.0,1,33.2911558617,28.7415257348,59.002399
2354,LENOIR//NC,0.290764945361,23335.0,4.76658973789,4.329545,17.0,5.7,50.5188663196,47.6534564958,37107.0,37107.0,1,6.28235294118,1.51576320329,68.800557
2355,CHURCHILL//NV,0.291081794195,9475.0,11.4300677261,6.206798,16.0,4.5,74.5794161306,54.5588778147,32001.0,32001.0,1,51.3716166789,39.9415489528,64.309531
2356,PERQUIMANS//NC,0.291090909091,5500.0,11.9664897879,0.919086,16.9,6.3,71.5587494444,48.908560507,37143.0,37143.0,1,28.0818802123,16.1153904244,62.785512
2357,KINGS//CA,0.291235500794,41554.0,-2.1747180184,0.644276,15.1,9.5,34.0845574114,47.3904170556,6031.0,6031.0,1,14.0899224806,16.264640499,33.295554
2358,SANPETE//UT,0.291325695581,7943.0,-22.7952921974,-2.069855,16.2,2.9,86.387601288,61.8521557982,49039.0,49039.0,1,55.3282879935,78.1235801908,47.805142
2359,CENTRE//PA,0.291625133344,57183.0,-1.96025750313,3.449732,6.6,3.5,86.5856053934,61.5640198918,42027.0,42027.0,0,-1.93118815821,0.0290693449223,59.059793
2360,COLUMBIA//GA,0.291901160746,45488.0,-5.30739417616,-0.840247,10.0,4.4,71.0537135473,68.0187787085,13073.0,13073.0,1,37.6959027886,43.0032969648,61.062711
2361,WASHINGTON//WI,0.292039246082,52897.0,0.303240414678,-4.057515,4.7,3.1,93.6150044011,63.2768056066,55131.0,55131.0,1,40.4939275503,40.1906871356,74.415654
2362,MUSCOGEE//GA,0.292550852117,72760.0,2.69771261966,-0.132825,15.3,6.6,42.447512295,58.6851368408,13215.0,13215.0,0,-18.5904566745,-21.2881692941,47.960413
2363,BENNINGTON//VT,0.292785878741,15636.0,11.1807200579,-0.243694,5.3,3.5,95.0230943726,60.0643875517,50003.0,50003.0,0,-22.1107372285,-33.2914572864,60.008752
2364,SOLANO//CA,0.293206695819,143612.0,-2.43133256728,0.230616,10.6,5.1,39.7552101806,63.6560604837,6095.0,6095.0,0,-30.4766542575,-28.0453216902,52.937835
2365,PASCO//FL,0.293245955839,186318.0,14.9212023352,1.872927,14.2,5.1,77.7300913021,54.3230577535,12101.0,12101.0,1,21.5705897498,6.64938741458,61.28996
2366,ROCKINGHAM//NH,0.293306236505,118095.0,1.29693834844,2.096528,7.3,2.8,93.4730406748,67.8330774179,33015.0,33015.0,1,5.8395016899,4.54256334146,76.374334
2367,HOUSTON//AL,0.293644921805,39197.0,7.32482603287,0.499225,12.8,5.5,67.6772847567,51.5752625438,1069.0,1069.0,1,47.63264335,40.3078173171,54.577041
2368,JACKSON//MO,0.293673606937,274485.0,2.32487510485,-1.72801796594,14.6,4.3,62.7696962131,59.9776724028,29095.0,29095.0,0,-16.6447325913,-18.9696076962,61.4158293103
2369,PIMA//AZ,0.293688311288,389658.0,-7.64068586586,2.350813,13.3,4.4,53.6750265639,64.7591239546,4019.0,4019.0,0,-13.4798010877,-5.83911522183,55.690634
2370,EFFINGHAM//GA,0.294270833333,18432.0,4.37360121412,1.27806,15.3,4.6,79.9322716456,47.7497569623,13103.0,13103.0,1,55.6272707844,51.2536695702,55.398118
2371,LIVINGSTON//MI,0.294273702522,68980.0,6.34496001425,1.440573,6.7,3.7,94.8150234844,69.4801905757,26093.0,26093.0,1,29.6342953484,23.2893353342,72.866714
2372,CHARLOTTESVILLE CITY//VA,0.294276701217,17752.0,-13.7048210978,-0.677759956782,10.6,3.0,66.4182415047,67.9962593965,51540.0,51540.0,0,-67.1469091891,-53.4420880914,62.9910000841
2373,LANE//OR,0.294450712894,146235.0,4.48499369508,5.45764,12.2,4.6,83.3731025598,66.1399885541,41039.0,41039.0,0,-18.9311434126,-23.4161371076,67.902941
2374,CHARLES//MD,0.294747136597,53171.0,1.11573576077,-1.419699,5.3,3.9,45.4240150831,60.108023921,24017.0,24017.0,0,-30.2152317881,-31.3309675488,67.147982
2375,COCONINO//AZ,0.294793968125,46619.0,-4.57848211682,3.137284,18.2,5.5,54.6784588262,67.1111837309,4005.0,4005.0,0,-19.4417859289,-14.8633038121,53.972274
2376,GREENE//MO,0.294898583223,117732.0,3.01727831336,0.567662,14.3,3.1,88.676087371,62.5862509583,29077.0,29077.0,1,27.4173451716,24.4000668582,58.256757
2377,WICHITA//TX,0.294925011994,47941.0,2.65889711619,-2.499467,16.8,4.2,67.0544192426,53.6703228353,48485.0,48485.0,1,49.7375570385,47.0786599223,38.835171
2378,DOUGLAS//NE,0.295097846467,208541.0,-5.69512596862,1.442617,11.3,3.0,70.958328296,67.6908977729,31055.0,31055.0,0,-1.39205852476,4.30306744386,62.791204
2379,RENVILLE//ND,0.295098039216,1020.0,26.4574406775,2.073431,5.3,3.6,95.862607338,62.9651162791,38075.0,38075.0,1,61.9920318725,35.534591195,66.716516
2380,ONEIDA//ID,0.295195954488,1582.0,-12.4615398148,-2.281701,10.9,3.7,94.3934040047,55.1325121314,16071.0,16071.0,1,65.1353965184,77.5969363332,66.910619
2381,BOONE//IN,0.295367300646,22924.0,-8.25662510056,4.561133,7.8,3.1,92.4426963693,66.649963671,18011.0,18011.0,1,29.5468014098,37.8034265104,69.90127
2382,MIDDLESEX//MA,0.295842852801,585642.0,-11.2573302619,3.905904,3.3,2.3,74.7333746327,71.313562765,25017.0,25017.0,0,-38.1522069182,-26.8948766563,73.388195
2383,GENESEE//MI,0.295895152117,165268.0,18.7339466639,-1.414913,8.5,4.4,72.4943131814,56.4733255179,26049.0,26049.0,0,-9.46796849109,-28.201915155,63.160402
2384,NEW KENT//VA,0.296067954514,7299.0,3.8539201499,-0.561523,6.8,3.2,79.7903885481,57.052996891,51127.0,51127.0,1,37.5894105073,33.7354903574,72.722751
2385,PENOBSCOT//ME,0.296290319978,61973.0,13.8120108161,2.812308,11.2,4.0,94.2360708304,55.8100716711,23019.0,23019.0,1,10.9300992172,-2.88191159892,65.980083
2386,ST. TAMMANY//LA,0.296340805966,89036.0,-1.44778340929,2.179701,12.3,4.5,79.49785973,61.4630545778,22103.0,22103.0,1,50.8067433616,52.2545267708,66.181231
2387,ROANOKE CITY//VA,0.296432207202,42239.0,3.88013696157,-1.81888208089,15.5,4.0,60.7296224275,54.0395208534,51770.0,51770.0,0,-17.633243865,-21.5133808266,54.1892077441
2388,WALKER//AL,0.296500273416,25602.0,14.5169116545,2.74654,13.5,6.9,89.5802678883,41.8381164548,1127.0,1127.0,1,67.441780939,52.9248692845,58.900815
2389,SALINE//NE,0.296630094044,5104.0,19.5034407392,3.034418,9.9,2.6,73.1058495822,49.4105528213,31151.0,31151.0,1,25.4223149114,5.91887417219,54.308426
2390,ESSEX//NY,0.296764474718,15268.0,18.437493884,2.987218,8.0,5.3,92.2234786184,54.3093025666,36031.0,36031.0,1,3.41534584522,-15.0221480388,56.744975
2391,JOHNSON//KS,0.296780212529,219735.0,-15.1122143161,-0.023407,7.2,3.2,80.9972936448,80.5875684118,20091.0,20091.0,1,2.71060542693,17.822819743,69.624501
2392,JOHNSON//NE,0.296924708378,1886.0,17.3702098672,0.685161,9.9,3.2,81.2657247919,47.085440511,31097.0,31097.0,1,38.4202827889,21.0500729217,52.723539
2393,SAUNDERS//NE,0.297206703911,8055.0,13.1873108008,1.997108,6.7,2.7,95.7538373261,60.4897325524,31155.0,31155.0,1,46.9616908851,33.7743800843,68.640447
2394,VALLEY//NE,0.297311544544,1897.0,12.9779039503,0.887245,10.0,2.8,96.82651622,50.9364548495,31175.0,31175.0,1,65.9760589319,52.9981549815,68.860716
2395,MOBILE//AL,0.297552338703,154188.0,4.59672407438,-1.413822,14.2,6.7,58.1362507272,52.4591964099,1097.0,1097.0,1,13.8676883718,9.2709642974,55.6467
2396,WAYNE//NC,0.297769829581,47530.0,3.12707980857,-1.556522,14.9,5.9,54.6017450042,53.012759053,37191.0,37191.0,1,11.7212588311,8.59417902252,56.833148
2397,MORGAN//AL,0.297891207959,46235.0,7.83115959856,4.164076,14.7,5.3,76.8144858331,51.8279517426,1103.0,1103.0,1,52.3614250565,44.5302654579,60.124439
2398,TERREBONNE//LA,0.297909494587,40086.0,7.21204556112,2.042967,17.3,6.4,67.8646821947,37.1156671839,22109.0,22109.0,1,48.3812908664,41.1692453053,54.071349
2399,JEFFERSON//LA,0.297928663208,168104.0,-3.64588744789,2.936816,16.4,4.7,54.4156178463,53.422329132,22051.0,22051.0,1,14.748494939,18.3943823869,59.21815
2400,PLATTE//MO,0.298381084248,37556.0,-1.15955363103,2.9514841809,8.1,3.0,82.7965393923,72.8604386575,29165.0,29165.0,1,12.9928603589,14.1524139899,70.7826211029
2401,TORRANCE//NM,0.299441340782,5370.0,13.4380175659,1.045644,16.4,8.8,53.9203936164,48.9177093799,35057.0,35057.0,1,30.8,17.3619824341,56.646603
2402,HENRICO//VA,0.299593061988,124589.0,-9.24249019645,-1.512772,10.7,3.7,55.3505569773,67.817112265,51087.0,51087.0,0,-20.9556326636,-11.7131424672,71.346712
2403,CRAVEN//NC,0.299693503775,40131.0,4.02812092216,1.327628,14.9,5.3,66.5887984682,59.3670923759,37049.0,37049.0,1,21.7927364755,17.7646155534,60.186046
2404,DORCHESTER//SC,0.300215982721,51856.0,1.48308383387,1.461482,12.9,3.6,65.0797790207,60.7870740009,45035.0,45035.0,1,17.4855514465,16.0024676126,56.532854
2405,WASHINGTON//NE,0.300224047797,8034.0,7.95793424133,2.306211,7.2,2.8,95.3053265538,64.6299420524,31177.0,31177.0,1,45.0491307634,37.0911965221,69.371259
2406,SUSSEX//VA,0.30041282947,3149.0,8.25286492868,-2.210027,8.2,5.9,38.5367498314,30.3935619006,51183.0,51183.0,0,-16.2629070691,-24.5157719978,53.191972
2407,CHAMPAIGN//IL,0.300680748824,79912.0,-11.6347907377,6.526446,7.9,4.7,69.2466199469,71.5285444941,17019.0,17019.0,0,-18.4526211938,-6.81783045607,58.675402
2408,LAMAR//TX,0.300693787449,19026.0,8.84539692556,4.522511,19.3,4.6,75.1462696203,50.4002648369,48277.0,48277.0,1,59.1627555699,50.3173586444,51.699829
2409,OTSEGO//NY,0.300854628533,23636.0,15.0676572666,4.18509,7.4,4.4,91.9168064626,55.4660615431,36077.0,36077.0,1,13.0255385685,-2.04211869815,52.186966
2410,WORTH//IA,0.300943396226,3180.0,36.303891111,0.593942,7.3,2.7,95.451540394,55.9163867115,19195.0,19195.0,1,21.8216318786,-14.4822592324,71.963644
2411,DENVER//CO,0.301158469153,275795.0,-7.35639952629,3.050196,14.5,2.6,53.0981106866,68.4558276187,8031.0,8031.0,0,-56.3835878273,-49.027188301,70.414257
2412,WASHINGTON//UT,0.301246933769,48920.0,-14.8922147597,-0.613738,17.3,2.8,85.2223361485,67.9826756916,49053.0,49053.0,1,52.1497895433,67.042004303,53.931361
2413,MONROE//IL,0.301362311993,12699.0,10.3302368857,4.251683,4.6,3.6,96.6218432273,60.2978941962,17133.0,17133.0,1,37.1815036175,26.8512667318,72.699285
2414,ESSEX//NJ,0.301443803154,278085.0,-0.842783763481,2.230924,16.2,5.1,31.9393791632,55.4659651932,34013.0,34013.0,0,-56.3600704451,-55.5172866816,61.324483
2415,LINN//IA,0.301713277904,87318.0,8.60832846026,-2.717358,6.2,3.1,88.2288589365,67.2755158951,19113.0,19113.0,0,-8.98102281448,-17.5893512747,71.092105
2416,CLARK//SD,0.303091397849,1488.0,25.2795041554,-5.045014,8.5,3.5,93.7931034483,52.369573875,46025.0,46025.0,1,44.7193723597,19.4398682043,62.053186
2417,MCLENNAN//TX,0.30346091346,86769.0,-2.70778779674,1.902872,17.4,3.8,57.6567772924,55.4632900236,48309.0,48309.0,1,27.0896428343,29.7974306311,45.657277
2418,CHESTER//PA,0.303675755279,186057.0,-9.65035522166,2.898281,7.3,3.5,80.9035753447,69.5436913622,42029.0,42029.0,0,-9.22827664578,0.422078575888,72.331148
2419,JACKSON//MI,0.30377448796,60591.0,14.3558462171,0.289064,9.5,3.9,85.1632771863,55.0267115518,26075.0,26075.0,1,20.1216093838,5.76576316663,56.943458
2420,HENDRICKS//IN,0.303941301325,54652.0,-0.661694816535,2.523058,8.2,3.1,86.6959950468,64.8250423884,18063.0,18063.0,1,34.1903850753,34.8520798919,64.018714
2421,PETTIS//MO,0.30438286529,16131.0,18.1804207346,5.19954,15.1,3.8,85.8344190454,50.7518526513,29159.0,29159.0,1,46.9382100305,28.7577892959,62.191898
2422,TUSCALOOSA//AL,0.304507580141,69128.0,2.07351073873,1.508224,10.3,5.3,63.5300162628,56.4930555556,1125.0,1125.0,1,19.5268517159,17.4533409771,52.748793
2423,LITTLE RIVER//AR,0.30470386593,5251.0,6.21786056492,2.482659,15.0,4.2,73.3726415094,44.2730299667,5081.0,5081.0,1,42.5077041602,36.2898435953,54.097283
2424,COSHOCTON//OH,0.304778514126,14335.0,33.8090581639,-0.257021,14.4,6.3,96.223178303,34.7367586426,39031.0,39031.0,1,43.265824477,9.45676631308,55.779618
2425,COLBERT//AL,0.305125202666,22204.0,17.8488068038,3.706741,11.1,6.5,78.9012563368,49.3080404125,1033.0,1033.0,1,38.2603752132,20.4115684093,59.268236
2426,MIDDLESEX//NJ,0.305834261039,282058.0,7.2326712216,1.987606,11.5,3.6,46.0974346622,62.4373150517,34023.0,34023.0,0,-19.7779727454,-27.010643967,59.047967
2427,HILLSBOROUGH//FL,0.30612988039,486078.0,-0.109821742016,1.697827,16.3,4.4,51.8056097089,60.1483442311,12057.0,12057.0,0,-6.80489083674,-6.69506909472,62.364936
2428,LAUDERDALE//AL,0.306200145033,38612.0,15.1281637921,4.148275,11.3,5.9,84.9423638893,50.2354063941,1077.0,1077.0,1,46.0103573545,30.8821935624,54.866588
2429,CASS//NE,0.306478064781,9756.0,12.6780080111,1.78771,6.2,2.9,94.6253943218,62.5917577019,31025.0,31025.0,1,39.0752637005,26.3972556894,66.601312
2430,DIXON//NE,0.306724511931,2305.0,21.2973706255,3.773898,11.7,3.0,86.5666553017,49.1320754717,31051.0,31051.0,1,54.1180758017,32.8207051763,67.867684
2431,ORANGE//NY,0.307000878103,125270.0,11.6130362502,2.496064,7.9,4.1,66.4426294141,59.7537950624,36071.0,36071.0,1,6.459542603,-5.15349364722,56.493497
2432,UNION//SD,0.30712241118,5939.0,13.5475722865,0.447524,6.0,2.9,92.9928581054,61.709333599,46127.0,46127.0,1,38.7713742875,25.2238020011,69.976032
2433,PENNINGTON//SD,0.307367410607,41670.0,3.46686052401,2.258932,12.7,2.9,80.6598482349,64.4252452362,46103.0,46103.0,1,32.9486185878,29.4817580638,58.763325
2434,CAMDEN//NJ,0.307574918996,186101.0,4.27668046659,-0.767588,10.7,4.6,58.5285489396,56.6056913504,34007.0,34007.0,0,-32.3697927299,-36.6464731965,60.128421
2435,KENT//RI,0.307785356185,68616.0,19.0581593234,1.760102,6.3,4.1,90.1896240255,62.139544179,44003.0,44003.0,1,0.701459386882,-18.3566999366,62.505013
2436,BOWIE//TX,0.307871824791,33423.0,5.20358176104,1.891899,17.5,4.8,65.1849068756,51.2977050438,48037.0,48037.0,1,46.6550623731,41.451480612,52.948689
2437,LINCOLN//MN,0.307969563476,2497.0,30.3104280196,-1.514661,6.5,2.3,96.935261708,51.4092989641,27081.0,27081.0,1,35.6429047302,5.33247671057,67.796183
2438,FAIRFIELD//OH,0.308402384067,55032.0,10.8237971803,-2.070456,7.3,3.9,88.0264499168,57.234500372,39045.0,39045.0,1,26.9527373763,16.1289401961,63.732696
2439,LAGRANGE//IN,0.308985408311,11719.0,16.0051130514,0.925395,42.5,3.2,94.6066589644,29.927984489,18087.0,18087.0,1,51.7692629816,35.7641499302,39.080083
2440,CHESHIRE//NH,0.309582870945,30638.0,12.1914163558,-0.36686,9.7,2.5,94.698416852,58.4469733193,33005.0,33005.0,0,-12.6290165531,-24.8204329089,67.537034
2441,CLARK//OH,0.309675418271,54809.0,17.7713821803,-1.339418,9.5,4.8,84.7296220775,50.3533455053,39023.0,39023.0,1,19.5320362295,1.76065404918,60.185015
2442,VENTURA//CA,0.309946499411,268969.0,-11.4999754403,4.433102,13.8,5.0,47.0008907833,64.1643380958,6111.0,6111.0,0,-16.8003222024,-5.30034676212,65.612108
2443,PRINCE WILLIAM//VA,0.310094009971,136794.0,-4.01370428133,2.588952,12.8,3.4,46.2710767465,67.9863005747,51153.0,51153.0,0,-20.0394880362,-16.0257837549,70.720673
2444,DELAWARE//IN,0.31030790411,45761.0,16.799018247,-0.055266,12.3,4.5,87.4598372182,53.1610852473,18035.0,18035.0,1,13.6848699076,-3.11414833942,48.373103
2445,CLAY//MO,0.310643733747,87676.0,2.69814010517,0.373257247876,10.1,3.2,82.7505523939,63.1436455459,29047.0,29047.0,1,11.1189432152,8.42080311004,64.1462837623
2446,HAWKINS//TN,0.310786895153,23167.0,16.4015911991,1.574376,11.4,5.3,95.4448272816,36.7790726506,47073.0,47073.0,1,63.3468638253,46.9452726262,46.320236
2447,HARNETT//NC,0.311000187477,42672.0,4.68786299098,-0.979433,14.6,5.5,62.8137065637,54.7943275131,37085.0,37085.0,1,24.0818596374,19.3939966464,49.995723
2448,SARPY//NE,0.311117564493,61983.0,-1.80513987271,1.803559,6.6,2.6,82.6398411272,72.8635668084,31153.0,31153.0,1,21.7855260282,23.5906659009,63.671827
2449,HAMILTON//NE,0.311592217046,3649.0,8.25071906887,0.629073,5.9,2.3,95.6043956044,62.0265458077,31081.0,31081.0,1,58.9555283558,50.7048092869,72.18467
2450,MENARD//IL,0.311625194401,5144.0,7.60403544065,3.232461,5.6,4.2,96.0589961145,55.1774980152,17129.0,17129.0,1,37.7082360268,30.1042005861,66.247642
2451,WINNEBAGO//WI,0.311753869363,68939.0,11.2003585562,-1.518155,6.6,3.3,89.7387044094,58.0029472862,55139.0,55139.0,1,7.44306803893,-3.75729051726,66.477954
2452,MONROE//PA,0.312267657993,57297.0,13.7063793507,4.953539,11.4,5.7,68.4907762046,53.024352621,42089.0,42089.0,0,-0.339682154555,-14.0460615053,54.509151
2453,EL DORADO//CA,0.312300629043,67086.0,-4.30260220086,-0.557107,8.9,4.7,78.9728325636,70.4808527805,6017.0,6017.0,1,13.8857757655,18.1883779663,64.896542
2454,KING GEORGE//VA,0.312567132116,8379.0,9.03197223747,-0.621987,7.8,3.9,74.0143584807,62.3195588873,51099.0,51099.0,1,27.8766608172,18.8446885798,62.496781
2455,LINCOLN//NC,0.312948683861,30088.0,8.8185804014,1.087863,14.0,4.6,85.3565055669,52.5227579991,37109.0,37109.0,1,47.6995614591,38.8809810577,63.622916
2456,MONONGALIA//WV,0.313109221007,37035.0,0.722957740472,6.02847,9.5,3.3,88.9867018137,61.6306914832,54061.0,54061.0,1,10.3825595388,9.65960179833,44.149363
2457,TETON//MT,0.31331028522,2314.0,11.5976994053,-1.494467,14.7,3.7,94.4023707606,58.2086006177,30099.0,30099.0,1,42.9207763283,31.3230769231,69.915813
2458,MONMOUTH//NJ,0.313420990541,233105.0,3.92260788451,4.683346,9.1,3.7,75.8718024111,67.1092625548,34025.0,34025.0,1,9.46467441905,5.54206653454,67.348433
2459,MADISON//AL,0.313522106165,137767.0,-1.8918815616,0.11242,11.9,4.9,65.6076989245,69.3791903153,1089.0,1089.0,1,16.7827782759,18.6746598375,60.58048
2460,SALEM//NJ,0.313590996837,24347.0,16.1973456689,0.697839,9.6,5.3,75.6802825553,47.8323667311,34033.0,34033.0,1,15.3661875428,-0.831158126116,61.053759
2461,CANYON//ID,0.313978756059,65807.0,4.68740592908,-0.23247,17.7,4.1,71.5545367256,51.1592956559,16027.0,16027.0,1,41.7626064133,37.0752004842,51.1563
2462,WAYNE//MI,0.314092390693,667275.0,9.62144615903,-1.929682,12.3,5.7,49.8265568428,54.387833817,26163.0,26163.0,0,-37.2601715133,-46.8816176723,61.495084
2463,VIGO//IN,0.314324693042,40315.0,16.0192794856,-0.462097,13.8,4.5,86.1140872649,53.7452616711,18167.0,18167.0,1,15.1684399404,-0.850839545215,47.103819
2464,POLK//WI,0.314326997888,17994.0,18.7620655868,-0.24603,9.1,4.1,95.4833379234,53.1963840197,55095.0,55095.0,1,27.7466837072,8.98461812039,67.217547
2465,HERNANDO//FL,0.31490944189,70452.0,20.4740135747,2.138817,15.0,6.0,80.4798379946,49.5455493177,12053.0,12053.0,1,28.9854918085,8.51147823382,63.509607
2466,HENRY//IL,0.31497273178,20170.0,24.2552998364,-0.051665,6.7,5.7,91.1452799551,54.4384189311,17073.0,17073.0,1,21.1579729284,-3.09732690803,64.190108
2467,BROOME//NY,0.315106404489,79132.0,8.25710645594,4.295534,7.0,5.0,84.8985072668,57.6358470012,36007.0,36007.0,1,3.68930038503,-4.56780607092,56.954706
2468,ALEXANDRIA CITY//VA,0.315136290913,66879.0,-15.15925021,-4.185349,14.3,2.8,52.395941466,79.384269347,51510.0,51510.0,0,-59.0261346526,-43.8668844426,70.199406
2469,NASH//NC,0.315218871728,36711.0,1.1741496554,-3.446877,14.6,6.4,52.1937881379,50.0991510194,37127.0,37127.0,1,0.251583054389,-0.922566601016,65.88518
2470,JACKSON//MS,0.315493013813,50242.0,3.71514502973,-2.473838,17.3,5.8,68.6463931303,56.0927484295,28059.0,28059.0,1,39.848234906,36.1330898762,49.230742
2471,HAMILTON//TN,0.315700672687,136319.0,1.77230240319,-0.951618,11.4,4.7,71.6144673835,60.1255801938,47065.0,47065.0,1,16.5861022908,14.8137998876,52.487361
2472,WOODBURY//IA,0.316069950331,38656.0,19.610446624,-5.012559,10.8,3.3,75.8773042036,51.3510192169,19193.0,19193.0,1,19.8565206252,0.246074001163,60.399956
2473,GASTON//NC,0.316272137029,79166.0,6.56994902157,-0.219881,15.6,5.3,74.4684400425,52.776687323,37071.0,37071.0,1,32.1327683616,25.56281934,59.594989
2474,WHITLEY//IN,0.316529805353,13152.0,12.4546382833,1.444805,8.8,3.5,95.898589859,48.5099482864,18183.0,18183.0,1,51.3550048278,38.9003665445,61.031705
2475,WARREN//VA,0.316555277082,14364.0,16.5467641845,1.89085,11.7,3.7,87.9161144461,48.8774271845,51187.0,51187.0,1,37.0805463437,20.5337821592,59.699368
2476,MONROE//NY,0.317189522424,299764.0,3.27471546086,4.222274,6.1,4.5,71.5711891277,65.1655658021,36055.0,36055.0,0,-14.1152659262,-17.3899813871,63.128495
2477,SHAWNEE//KS,0.318097746889,71368.0,1.13003277682,-2.009618,11.1,3.7,74.8131907468,59.7163843602,20177.0,20177.0,1,2.82288724745,1.69285447063,56.380993
2478,HOPEWELL CITY//VA,0.319090282564,8706.0,6.65838120739,-0.91505,13.9,6.2,51.1243772162,42.6277076726,51670.0,51670.0,0,-9.33318465656,-15.9915658639,55.010444
2479,MATHEWS//VA,0.319232790331,3806.0,5.54731213887,-0.638366,8.0,3.7,86.2387387387,58.8537839824,51115.0,51115.0,1,36.8858654573,31.3385533184,72.552782
2480,STAFFORD//VA,0.319663633222,43405.0,0.339458997152,-0.580073,8.4,3.6,65.5889751723,69.5774812052,51179.0,51179.0,1,9.12165263963,8.78219364248,63.348597
2481,DEER LODGE//MT,0.3199169047,3851.0,24.8353367582,-3.988063,14.1,3.7,91.0867441103,52.1357344843,30023.0,30023.0,0,-6.87972676263,-31.7150635209,54.603827
2482,WASHINGTON//RI,0.320131547091,49564.0,6.76933060711,1.743644,5.6,4.1,91.6055535778,70.236163056,44009.0,44009.0,0,-10.0327306733,-16.8020612804,64.169019
2483,TOM GREEN//TX,0.320210157618,42825.0,0.00087518198626,0.227416,18.4,4.3,55.6789737171,52.8859226301,48451.0,48451.0,1,47.9188536637,47.9179784817,43.089366
2484,QUEENS//NY,0.320352170772,780644.0,5.0510964495,5.12993,15.6,4.1,26.13405796,53.1083460507,36081.0,36081.0,0,-53.4015607133,-58.4526571628,48.949921
2485,FRANKLIN//ID,0.320585457979,4236.0,-23.0253877328,-6.239051,15.1,3.1,91.2885240824,56.8685376662,16041.0,16041.0,1,63.9388979815,86.9642857143,62.574792
2486,COLUMBIANA//OH,0.320977974196,42087.0,29.5264540954,2.245558,11.7,6.0,94.4446016964,40.6278537302,39029.0,39029.0,1,41.5655862663,12.0391321709,57.697225
2487,KENNEBEC//ME,0.32113212682,51443.0,17.192139155,2.724772,8.8,3.5,95.111136799,55.8259501723,23011.0,23011.0,1,3.72278367854,-13.4693554765,68.857574
2488,TWIN FALLS//ID,0.32129441362,29017.0,1.1181677074,-1.987684,16.8,3.2,81.1871906405,56.548584999,16083.0,16083.0,1,44.583450914,43.4652832066,50.618857
